needs-author-feedback,More information is needed from author to address the issue.,f72598
needs-team-attention,This issue needs attention from Azure service team or SDK team,3BA0F8
needs-team-triage,This issue needs the team to triage.,ededed
needs-triage,This is a new issue that needs to be triaged to the appropriate team.,ededed
no-recent-activity,There has been no recent activity on this issue.,bbbbbb
pillar-acquisition,"This issue is related to the ability to acquire new customers, one of our core engineering pillars.",65a5c9
pillar-compatibility,"This issue is related to compatibility between versions, one of our core engineering pillars.",65a5c9
pillar-performance,"The issue is related to performance, one of our core engineering pillars.",65a5c9
pillar-reliability,"The issue is related to reliability, one of our core engineering pillars. (includes stress testing)",65a5c9
question,The issue doesn't require a change to the product in order to be resolved. Most issues start as that,eaa875
test-enhancement,,7365c9
test-manual-pass,,c0eaf9
test-reliability,Issue that causes tests to be unreliable,e04545
